t_ms,raw0,raw1,raw2,raw3,raw4,raw5,raw6,raw7,rx_s,ry_s,ix_s,iy_s,tx_s,ty_s,zoneI,zoneT,zoneR,ffj0_val,rfj0_val,action_busy,accepted,ctrl_rh_A_THJ5,ctrl_rh_A_THJ4,ctrl_rh_A_THJ2,ctrl_rh_A_THJ1,ctrl_rh_A_FFJ4,ctrl_rh_A_FFJ3,ctrl_rh_A_FFJ0,ctrl_rh_A_RFJ4,ctrl_rh_A_RFJ3,ctrl_rh_A_RFJ0
99353015,496.0,502.0,1.0,392.0,402.0,1.0,509.0,505.0,657.0556274256145,665.0038809831824,519.2858990944372,532.5329883570505,674.2768434670116,668.9780077619664,I0,T0,R0,0.7,0.7,0,1,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357218,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357234,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357250,496.0,502.0,1.0,391.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357265,496.0,502.0,1.0,390.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357265,496.0,502.0,1.0,390.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357281,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357296,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357312,496.0,502.0,1.0,392.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,519.2858990944372,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357312,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357328,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357328,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357328,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357343,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99357359,829.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,1098.183699870634,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R2,0.7,0.7,0,1,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,1.600000023841858,0.699999988079071
99360953,1021.0,502.0,0.0,390.0,402.0,1.0,509.0,506.0,1352.5278137128073,665.0038809831824,516.6364812419146,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R2,0.7,2.5,0,1,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,1.600000023841858,2.5
99364500,0.0,945.0,0.0,389.0,403.0,1.0,509.0,506.0,0.0,1251.849935316947,515.3117723156533,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R7,0.7,2.5,0,1,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.3400000035762787,0.0,2.5
99368031,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,1,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372531,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372531,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372546,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372562,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372578,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372593,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372593,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372625,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372640,496.0,502.0,1.0,391.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372640,496.0,502.0,1.0,391.0,402.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,517.9611901681759,532.5329883570505,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
99372656,496.0,502.0,1.0,390.0,403.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,533.8576972833117,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
