t_ms,raw0,raw1,raw2,raw3,raw4,raw5,raw6,raw7,rx_s,ry_s,ix_s,iy_s,tx_s,ty_s,zoneI,zoneT,zoneR,ffj0_val,rfj0_val,action_busy,accepted,ctrl_rh_A_THJ5,ctrl_rh_A_THJ4,ctrl_rh_A_THJ2,ctrl_rh_A_THJ1,ctrl_rh_A_FFJ4,ctrl_rh_A_FFJ3,ctrl_rh_A_FFJ0,ctrl_rh_A_RFJ4,ctrl_rh_A_RFJ3,ctrl_rh_A_RFJ0
106020093,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020109,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020125,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020140,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020156,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020187,496.0,502.0,1.0,388.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,513.987063389392,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020203,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020203,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020218,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020218,496.0,502.0,1.0,390.0,398.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,527.2341526520052,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020234,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020250,497.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020281,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020296,496.0,502.0,1.0,390.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020312,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020328,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020343,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020343,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020343,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020343,496.0,502.0,1.0,387.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,512.6623544631307,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020359,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020359,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020390,497.0,502.0,1.0,387.0,400.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,512.6623544631307,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020406,496.0,502.0,1.0,390.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020421,496.0,502.0,1.0,389.0,398.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,527.2341526520052,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020421,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020453,496.0,502.0,1.0,389.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020468,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020468,496.0,502.0,1.0,390.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020484,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020484,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020500,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020515,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020531,497.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020546,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020562,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020593,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020593,496.0,502.0,1.0,389.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020609,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020609,496.0,502.0,1.0,390.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020625,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020640,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020656,497.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,658.3803363518758,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020671,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020687,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020703,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020734,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020734,496.0,502.0,1.0,389.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020750,496.0,502.0,1.0,388.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,513.987063389392,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020750,496.0,502.0,1.0,389.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020750,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020765,496.0,502.0,1.0,389.0,399.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,528.5588615782665,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020796,496.0,502.0,1.0,390.0,400.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,529.8835705045278,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020812,496.0,502.0,1.0,389.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,515.3117723156533,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
106020828,496.0,502.0,1.0,390.0,401.0,1.0,509.0,506.0,657.0556274256145,665.0038809831824,516.6364812419146,531.2082794307892,674.2768434670116,670.3027166882276,I0,T0,R0,0.7,0.7,0,0,0.0,0.0,0.699999988079071,-0.2619999945163727,0.0,0.7799999713897705,0.699999988079071,0.0,0.7799999713897705,0.699999988079071
